576,RITE AID STORE #00696,15 WEST CENTRE STREET,,,MAHANOY CITY,17948,Schuylkill,,https://www.riteaid.com/pharmacy/covid-qualifier
577,RITE AID STORE #00721,304 Market Street,,,Harrisburg,17101,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier
578,RITE AID STORE #00726,1080 S WASHINGTON AVENUE,,,SCRANTON,18505,Lackawanna,,https://www.riteaid.com/pharmacy/covid-qualifier
579,RITE AID STORE #00729,59 NORTH QUEEN STREET,,,LANCASTER,17603,Lancaster,,https://www.riteaid.com/pharmacy/covid-qualifier
580,RITE AID STORE #00740,8878 CLEARFIELD CURWENSVILLE,,,CLEARFIELD,16830,Clearfield,,https://www.riteaid.com/pharmacy/covid-qualifier
581,RITE AID STORE #00756,4606 ADMIRAL PEARY HIGHWAY,,,EBENSBURG,15931,Cambria,,https://www.riteaid.com/pharmacy/covid-qualifier
582,RITE AID STORE #00790,1305 WEST CHESTER PIKE,,,HAVERTOWN,19083,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
583,RITE AID STORE #00793,1927 Atherton Street,,,State College,16801,Centre,,https://www.riteaid.com/pharmacy/covid-qualifier
584,RITE AID STORE #00803,300 Market Street,,,Johnstown,15901,Cambria,,https://www.riteaid.com/pharmacy/covid-qualifier
585,RITE AID STORE #00819,340 EAST HIGH STREET,,,POTTSTOWN,19464,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
586,RITE AID STORE #00856,762 CHESTER PIKE,,,PROSPECT PARK,19076,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
587,RITE AID STORE #00857,169 WEST LANCASTER AVENUE,,,ARDMORE,19003,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
588,RITE AID STORE #00866,501 SOUTH 29TH ST STE A,,,HARRISBURG,17104,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier
589,RITE AID STORE #00923,1860 BROWNSVILLE ROAD,,,TREVOSE,19053,Bucks,,https://www.riteaid.com/pharmacy/covid-qualifier
590,RITE AID STORE #00926,1440 EAST HIGH STREET,,,WAYNESBURG,15370,Greene,1-724-627-9849,https://www.riteaid.com/pharmacy/covid-qualifier
591,RITE AID STORE #00992,320 EAST LINCOLN HIGHWAY,,,COATESVILLE,19320,Chester,,https://www.riteaid.com/pharmacy/covid-qualifier
592,RITE AID STORE #00995,237 EAST LANCASTER AVENUE,,,WAYNE,19087,Chester,,https://www.riteaid.com/pharmacy/covid-qualifier
593,RITE AID STORE #01081,710 BURMONT ROAD,,,DREXEL HILL,19026,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
594,RITE AID STORE #01144,500 CHESTERBROOK BLVD,2,,Wayne (Part-Chester),19087,Chester,,https://www.riteaid.com/pharmacy/covid-qualifier
595,RITE AID STORE #01274,4400 PENNELL ROAD,,,ASTON,19014,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
596,RITE AID STORE #01304,124 SOUTH FRONT STREET,,,STEELTON,17113,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier
597,RITE AID STORE #01314,501 MAIN STREET STE 2,,,WHITE HAVEN,18661,Luzerne,,https://www.riteaid.com/pharmacy/covid-qualifier
598,RITE AID STORE #01320,640 MONTGOMERY AVENUE,,,NARBERTH,19072,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
599,RITE AID STORE #01355,504 MARION LANE,,,Brodheadsville,18322,Monroe,,https://www.riteaid.com/pharmacy/covid-qualifier
600,RITE AID STORE #01370,725 LYSLE BOULEVARD,,,MCKEESPORT,15132,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
601,RITE AID STORE #01398,1 EAST HIGH STREET,,,UNION CITY,16438,Erie,,https://www.riteaid.com/pharmacy/covid-qualifier
602,RITE AID STORE #01406,521 NORTH FRALEY STREET,,,KANE,16735,Mc Kean,,https://www.riteaid.com/pharmacy/covid-qualifier
603,RITE AID STORE #01415,929 SOUTH HIGH STREET,,,WEST CHESTER,19382,Chester,,https://www.riteaid.com/pharmacy/covid-qualifier
604,RITE AID STORE #01429,211 EAST MAIN STREET,,,EVERETT,15537,Bedford,,https://www.riteaid.com/pharmacy/covid-qualifier
605,RITE AID STORE #01448,412 BROADWAY STREET,,,CORAOPOLIS,15108,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
606,RITE AID STORE #01450,601 DELAWARE AVENUE,,,PALMERTON,18071,Carbon,,https://www.riteaid.com/pharmacy/covid-qualifier
607,RITE AID STORE #01494,1120 PHILADELPHIA AVENUE,,,NORTHERN CAMBRIA,15714,Cambria,,https://www.riteaid.com/pharmacy/covid-qualifier
608,RITE AID STORE #01495,101 EAST SHIRLEY STREET,,,MT UNION,17066,Huntingdon,,https://www.riteaid.com/pharmacy/covid-qualifier
609,RITE AID STORE #01496,508 EAST SECOND STREET,,,OIL CITY,16301,Venango,,https://www.riteaid.com/pharmacy/covid-qualifier
610,RITE AID STORE #01514,404 THIRD STREET,,,CALIFORNIA,15419,Washington,,https://www.riteaid.com/pharmacy/covid-qualifier
611,RITE AID STORE #01548,610 BROAD STREET,,,NEW BETHLEHEM,16242,Clarion,,https://www.riteaid.com/pharmacy/covid-qualifier
612,RITE AID STORE #01566,327 NORTH CHESTER PIKE,,,GLENOLDEN,19036,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
613,RITE AID STORE #01567,2901 SPRINGFIELD ROAD,,,BROOMALL,19008,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
614,RITE AID STORE #01581,524 NORTH 6TH STREET,,,READING,19601,Berks,,https://www.riteaid.com/pharmacy/covid-qualifier
615,RITE AID STORE #01640,910 WEST BROADWAY,,,RED LION,17356,York,,https://www.riteaid.com/pharmacy/covid-qualifier
616,RITE AID STORE #01662,980 EAST MAIN STREET,,,PALMYRA,17078,Lebanon,,https://www.riteaid.com/pharmacy/covid-qualifier
617,RITE AID STORE #01668,700 SHARON NEW CASTLE RD.,,,FARRELL,16121,Mercer,,https://www.riteaid.com/pharmacy/covid-qualifier
618,RITE AID STORE #01672,6912 NEW FALLS ROAD,,,LEVITTOWN,19057,Bucks,,https://www.riteaid.com/pharmacy/covid-qualifier
619,RITE AID STORE #01699,9141 RIDGE ROAD,,,GIRARD,16417,Erie,,https://www.riteaid.com/pharmacy/covid-qualifier
620,RITE AID STORE #01709,15 CENTENNIAL WAY,,,SCOTTDALE,15683,Westmoreland,,https://www.riteaid.com/pharmacy/covid-qualifier
621,RITE AID STORE #01726,6531 ROUTE 22,,,DELMONT,15626,Westmoreland,,https://www.riteaid.com/pharmacy/covid-qualifier
622,RITE AID STORE #01733,1400 WEST MAIN STREET,,,JEFFERSONVILLE,19403,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
623,RITE AID STORE #01758,113 EAST BALTIMORE AVENUE,,,CLIFTON HEIGHTS,19018,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
624,RITE AID STORE #01780,1516 JEFFERSON AVENUE,,,WINDBER,15963,Somerset,,https://www.riteaid.com/pharmacy/covid-qualifier
625,RITE AID STORE #01800,4551 MILFORD ROAD,,,EAST STROUDSBURG,18302,Monroe,,https://www.riteaid.com/pharmacy/covid-qualifier
626,RITE AID STORE #01830,77 REUTERS BOULEVARD,,,TOWANDA,18848,Bradford,,https://www.riteaid.com/pharmacy/covid-qualifier
627,RITE AID STORE #01854,1709 LIBERTY STREET,,,ERIE,16502,Erie,,https://www.riteaid.com/pharmacy/covid-qualifier
628,RITE AID STORE #01887,2103 N. THIRD STREET,,,HARRISBURG,17110,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier
629,RITE AID STORE #01894,2901 CARLISLE ROAD,,,DOVER,17315,York,,https://www.riteaid.com/pharmacy/covid-qualifier
630,RITE AID STORE #01902,2067 ROUTE 116,,,SPRING GROVE,17362,York,,https://www.riteaid.com/pharmacy/covid-qualifier
631,RITE AID STORE #01922,315 WEST FOURTH STREET,,,QUARRYVILLE,17566,Lancaster,,https://www.riteaid.com/pharmacy/covid-qualifier
632,RITE AID STORE #01925,210 9TH STREET,,,GLASSPORT,15045,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
633,RITE AID STORE #01955,"""674 ROUTE 196, STE 14""",,,TOBYHANNA,18466,Monroe,,https://www.riteaid.com/pharmacy/covid-qualifier
634,RITE AID STORE #01963,262 CONNELLSVILLE STREET,,,UNIONTOWN,15401,Fayette,1-724-438-9799,https://www.riteaid.com/pharmacy/covid-qualifier
635,RITE AID STORE #01975,4810 PENN AVENUE,,,SINKING SPRINGS,19608,Berks,,https://www.riteaid.com/pharmacy/covid-qualifier
636,RITE AID STORE #01976,207 ROUTE 6 WEST,,,COUDERSPORT,16915,Potter,,https://www.riteaid.com/pharmacy/covid-qualifier
637,RITE AID STORE #01981,2604 LINGLESTOWN ROAD,,,HARRISBURG,17110,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier
638,RITE AID STORE #02017,762 EAST JOHNSON HIGHWAY,,,NORRISTOWN,19401,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
639,RITE AID STORE #02248,639 HAMLIN HIGHWAY,,,LAKE ARIEL,18436,Wayne,,https://www.riteaid.com/pharmacy/covid-qualifier
640,RITE AID STORE #02264,2722 WEST 9TH STREET,,,CHESTER,19013,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
641,RITE AID STORE #02271,"""4135 NORTH GEORGE STREET, EXT",,,MANCHESTER,17345,York,,https://www.riteaid.com/pharmacy/covid-qualifier
642,RITE AID STORE #02277,1799 THIRD STREET,,,BEAVER,15009,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier
643,RITE AID STORE #02380,975 MARKET STREET,,,MEADVILLE,16335,Crawford,,https://www.riteaid.com/pharmacy/covid-qualifier
644,RITE AID STORE #02382,163 WEST 26TH STREET,,,ERIE,16508,Erie,,https://www.riteaid.com/pharmacy/covid-qualifier
645,RITE AID STORE #02426,39 WEST SIDE MALL,,,Wilkes Barre,18704,Luzerne,,https://www.riteaid.com/pharmacy/covid-qualifier
646,RITE AID STORE #02433,813 THIRD AVENUE,,,NEW BRIGHTON,15066,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier
647,RITE AID STORE #02442,950 EAST BALTIMORE PIKE,,,YEADON,19050,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
648,RITE AID STORE #02466,10 DONNER AVENUE,,,MONESSEN,15062,Westmoreland,,https://www.riteaid.com/pharmacy/covid-qualifier
649,RITE AID STORE #02474,59 NORTH MAIN STREET,,,PORT ALLEGANY,16743,Mc Kean,,https://www.riteaid.com/pharmacy/covid-qualifier
650,RITE AID STORE #02476,101 MAIN STREET,,,RIDGWAY,15853,Elk,,https://www.riteaid.com/pharmacy/covid-qualifier
651,RITE AID STORE #02478,129 EAST CENTRE STREET,,,ASHLAND,17921,Schuylkill,,https://www.riteaid.com/pharmacy/covid-qualifier
652,RITE AID STORE #02480,847 MIDLAND AVENUE,,,MIDLAND,15059,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier
653,RITE AID STORE #02545,1001 JEFFERSON AVENUE,,,WASHINGTON,15301,Washington,,https://www.riteaid.com/pharmacy/covid-qualifier
654,RITE AID STORE #02568,2810 MEMORIAL HIGHWAY,,,SHAVERTOWN,18708,Luzerne,,https://www.riteaid.com/pharmacy/covid-qualifier
655,RITE AID STORE #02631,170 SAXER AVENUE,,,SPRINGFIELD,19064,Delaware,,https://www.riteaid.com/pharmacy/covid-qualifier
656,RITE AID STORE #02693,44 KINGS VILLAGE,,,MINERSVILLE,17954,Schuylkill,,https://www.riteaid.com/pharmacy/covid-qualifier
657,RITE AID STORE #02768,54 NORTH MAIN STREET,,,CARBONDALE,18407,Lackawanna,,https://www.riteaid.com/pharmacy/covid-qualifier
658,RITE AID STORE #02769,100 FRANKLIN STREET,,,MERCER,16137,Mercer,,https://www.riteaid.com/pharmacy/covid-qualifier
659,RITE AID STORE #02797,1401 WEST CHELTENHAM AVENUE,,,MELROSE PARK,19027,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
660,RITE AID STORE #03273,1201 SOUTH BETHLEHEM PIKE,,,AMBLER,19002,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
661,RITE AID STORE #03389,2674 EGYPT ROAD,,,AUDUBON,19403,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
662,RITE AID STORE #03400,420 NORTH 3RD STREET,,,WOMELSDORF,19567,Berks,,https://www.riteaid.com/pharmacy/covid-qualifier
663,RITE AID STORE #03425,807 SOUTH 4TH STREET,,,HAMBURG,19526,Berks,,https://www.riteaid.com/pharmacy/covid-qualifier
664,RITE AID STORE #03443,6039 NATIONAL PIKE,,,GRINDSTONE,15442,Fayette,,https://www.riteaid.com/pharmacy/covid-qualifier
665,RITE AID STORE #03447,126 W MAIN STREET,,,Grove City,16127,Mercer,,https://www.riteaid.com/pharmacy/covid-qualifier
666,RITE AID STORE #03449,335 MAIN STREET,,,GREENVILLE,16125,Mercer,,https://www.riteaid.com/pharmacy/covid-qualifier
667,RITE AID STORE #03527,155 CHARTIERS AVENUE,,,MCKEES ROCKS,15136,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
668,RITE AID STORE #03602,5675 YORK ROAD,,,NEW OXFORD,17350,Adams,,https://www.riteaid.com/pharmacy/covid-qualifier
669,RITE AID STORE #03609,415 EAST QUEEN STREET,,,CHAMBERSBURG,17201,Franklin,,https://www.riteaid.com/pharmacy/covid-qualifier
670,RITE AID STORE #03610,1786-I COLUMBIA AVENUE,,,COLUMBIA,17512,Lancaster,,https://www.riteaid.com/pharmacy/covid-qualifier
671,RITE AID STORE #03768,1249 HORSESHOE PIKE,,,DOWNINGTOWN,19335,Chester,,https://www.riteaid.com/pharmacy/covid-qualifier
672,RITE AID STORE #03804,10 NEWPORT PLAZA,,,NEWPORT,17074,Perry,,https://www.riteaid.com/pharmacy/covid-qualifier
673,RITE AID STORE #03972,811 EAST STATE STREET,,,SHARON,16146,Mercer,,https://www.riteaid.com/pharmacy/covid-qualifier
674,RITE AID STORE #04004,2108 MACARTHUR ROAD,,,WHITEHALL,18052,Lehigh,,https://www.riteaid.com/pharmacy/covid-qualifier
675,RITE AID STORE #04083,101 5TH STREET,,,CHARLEROI,15022,Washington,,https://www.riteaid.com/pharmacy/covid-qualifier
676,RITE AID STORE #04256,1321 EASTON ROAD,,,ABINGTON,19001,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
677,RITE AID STORE #04260,4299 UNION DEPOSIT ROAD,,,HARRISBURG,17111,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier
678,RITE AID STORE #04284,3601 WALNUT STREET,,,HARRISBURG,17109,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier
679,RITE AID STORE #04286,5201 SPRING ROAD,6,PO BOX 370,SHERMANS DALE,17090,Perry,,https://www.riteaid.com/pharmacy/covid-qualifier
680,RITE AID STORE #04288,3773 PETERS MOUNTAIN RD.,,,HALIFAX,17032,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier
681,RITE AID STORE #04293,5 FRIENDLY DRIVE,,PO BOX 157,DUNCANNON,17020,Perry,,https://www.riteaid.com/pharmacy/covid-qualifier
682,RITE AID STORE #04415,14 FIFTH STREET,,,WILLIAMSPORT,17701,Lycoming,,https://www.riteaid.com/pharmacy/covid-qualifier
683,RITE AID STORE #04616,208 EAST CENTRAL AVENUE,,,TITUSVILLE,16354,Crawford,,https://www.riteaid.com/pharmacy/covid-qualifier
684,RITE AID STORE #04682,100 WILLIAM MARKS DRIVE,,,MUNHALL,15120,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
685,RITE AID STORE #04684,825A EAST CHESTNUT STREET,,,LANCASTER,17602,Lancaster,,https://www.riteaid.com/pharmacy/covid-qualifier
686,RITE AID STORE #04840,1000 NORTH CHURCH STREET,,,HAZLETON,18201,Luzerne,,https://www.riteaid.com/pharmacy/covid-qualifier
687,RITE AID STORE #06712,100 Forbes Avenue,Ste. 100,,Pittsburgh,15222,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
688,RITE AID STORE #06733,503 CLIFTON ROAD,,,Bethel Park,15102,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
689,RITE AID STORE #06738,1201 Blair Street,,,Hollidaysburg,16648,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier
690,RITE AID STORE #06739,1365 Logan Avenue,,,Tyrone,16686,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier
691,RITE AID STORE #06740,3106 E PLEASANT VALLEY BLVD,,,Altoona,16601,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier
692,RITE AID STORE #06741,1600 9TH AVE,STE 35,,Altoona,16602,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier
693,RITE AID STORE #06742,94 JUNE DRIVE,,,Roaring Spring,16673,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier
694,RITE AID STORE #06778,27 N 7th Street,Ste. 100,,Allentown,18101,Lehigh,,https://www.riteaid.com/pharmacy/covid-qualifier
695,RITE AID STORE #07781,20480 ROUTE 19,,,CRANBERRY TWP,16066,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier
696,RITE AID STORE #07850,620 E ALLEGHENY AVENUE,,,EMPORIUM,15834,Cameron,,https://www.riteaid.com/pharmacy/covid-qualifier
697,RITE AID STORE #07853,901 S SAINT MARYS STREET,,,SAINT MARYS,15857,Elk,,https://www.riteaid.com/pharmacy/covid-qualifier
698,RITE AID STORE #07861,3145 MAIN STREET,,,MORGANTOWN,19543,Berks,,https://www.riteaid.com/pharmacy/covid-qualifier
699,RITE AID STORE #07880,277 DEKALB PIKE,,,NORTH WALES,19454,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
700,RITE AID STORE #07886,115 LEADER HEIGHTS ROAD,,,YORK,17403,York,,https://www.riteaid.com/pharmacy/covid-qualifier
701,RITE AID STORE #07894,4999 JONESTOWN RD,,,Harrisburg,17109,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier
702,RITE AID STORE #10888,2302 SHEFFIELD ROAD,,,ALIQUIPPA,15001,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier
703,RITE AID STORE #10890,1505 7TH AVENUE,,,BEAVER FALLS,15010,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier
704,RITE AID STORE #10891,843 ROSTRAVER ROAD,,,BELLE VERNON,15012,Fayette,,https://www.riteaid.com/pharmacy/covid-qualifier
705,RITE AID STORE #10892,417 CHARTIERS STREET,,,BRIDGEVILLE,15017,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
706,RITE AID STORE #10894,1021 FIRST AVENUE,,,CONWAY,15027,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier
707,RITE AID STORE #10899,3200 OREGON DRIVE,,,LOWER BURRELL,15068,Westmoreland,,https://www.riteaid.com/pharmacy/covid-qualifier
708,RITE AID STORE #10900,700 STEVENSON BLVD.,,,NEW KENSINGTON,15068,Westmoreland,,https://www.riteaid.com/pharmacy/covid-qualifier
709,RITE AID STORE #10901,351 BRIGHTON AVENUE,,,ROCHESTER,15074,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier
710,RITE AID STORE #10904,4960 WILLIAM FLYNN HWY STE 10,,,ALLISON PARK,15101,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
711,RITE AID STORE #10907,2100 WASHINGTON PIKE,,,CARNEGIE,15106,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
712,RITE AID STORE #10908,5990 UNIVERSITY BLVD STE30,,,MOON TOWNSHIP,15108,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
713,RITE AID STORE #10909,1710 MOUNT ROYAL BLVD.,,,GLENSHAW,15116,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
714,RITE AID STORE #10914,1700 PINE HOLLOW ROAD,,,Mc Kees Rocks,15136,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
715,RITE AID STORE #10917,4111 WILLIAM PENN HWY.,,,MONROEVILLE,15146,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
716,RITE AID STORE #10919,4534 BROADWAY BLVD.,,,MONROEVILLE,15146,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
717,RITE AID STORE #10934,2336 ARDMORE BOULEVARD,,,PITTSBURGH,15221,Allegheny,1-412-273-3487,https://www.riteaid.com/pharmacy/covid-qualifier
718,RITE AID STORE #10935,331 PENN AVENUE,,,WILKINSBURG,15221,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
719,RITE AID STORE #10939,4411 HOWLEY STREET,,,PITTSBURGH,15224,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
720,RITE AID STORE #10941,PITTSBURGH INTL AIRPORT,,PO BOX 12298,Pittsburgh,15231,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
721,RITE AID STORE #10950,568 CASTE VILLAGE,,,PITTSBURGH,15236,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
722,RITE AID STORE #10954,1125 FREEPORT ROAD,,,PITTSBURGH,15238,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier
723,RITE AID STORE #10958,1396 WEST CHESTNUT ST.,,,WASHINGTON,15301,Washington,,https://www.riteaid.com/pharmacy/covid-qualifier
724,RITE AID STORE #10962,575 MORGANTOWN ROAD,,,UNIONTOWN,15401,Fayette,1-724-437-2140,https://www.riteaid.com/pharmacy/covid-qualifier
725,RITE AID STORE #10964,200 MEMORIAL BLVD.,,,CONNELLSVILLE,15425,Fayette,,https://www.riteaid.com/pharmacy/covid-qualifier
726,RITE AID STORE #10967,6090 ROUTE 30,,,GREENSBURG,15601,Westmoreland,,https://www.riteaid.com/pharmacy/covid-qualifier
727,RITE AID STORE #10969,10 CLAY PIKE,,,NORTH HUNTINGDON,15642,Westmoreland,,https://www.riteaid.com/pharmacy/covid-qualifier
728,RITE AID STORE #10975,201 WEST MAHONING STREET,,,PUNXSUTAWNEY,15767,Jefferson,,https://www.riteaid.com/pharmacy/covid-qualifier
729,RITE AID STORE #10976,431 COMMONS DRIVE,,,DUBOIS,15801,Clearfield,,https://www.riteaid.com/pharmacy/covid-qualifier
730,RITE AID STORE #10979,1501 SCALP AVENUE,,,JOHNSTOWN,15904,Cambria,,https://www.riteaid.com/pharmacy/covid-qualifier
731,RITE AID STORE #10983,200 GREATER BUTLER MART,,,BUTLER,16001,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier
732,RITE AID STORE #10984,178 POINT PLAZA,,,BUTLER,16001,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier
733,RITE AID STORE #10987,100 SEVEN FIELDS BLVD,,,SEVEN FIELDS,16046,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier
734,RITE AID STORE #10988,129 GRAND AVE,,,MARS,16046,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier
735,RITE AID STORE #10990,31 NORTH JEFFERSON STREET,,,NEW CASTLE,16101,Lawrence,,https://www.riteaid.com/pharmacy/covid-qualifier
736,RITE AID STORE #10991,1730 WILMINGTON ROAD,,,NEW CASTLE,16105,Lawrence,,https://www.riteaid.com/pharmacy/covid-qualifier
737,RITE AID STORE #10994,135 SOUTH MARKET STREET,,,NEW WILMINGTON,16142,Lawrence,,https://www.riteaid.com/pharmacy/covid-qualifier
738,RITE AID STORE #10995,1851 EAST STATE STREET,,,HERMITAGE,16148,Mercer,,https://www.riteaid.com/pharmacy/covid-qualifier
739,RITE AID STORE #10998,165 BUTLER ROAD,,,KITTANNING,16201,Armstrong,,https://www.riteaid.com/pharmacy/covid-qualifier
740,RITE AID STORE #10999,100 SOUTH THIRD STREET,,P.O. BOX 276,CONNEAUT LAKE,16316,Crawford,,https://www.riteaid.com/pharmacy/covid-qualifier
741,RITE AID STORE #11002,1020 LIBERTY STREET,,,FRANKLIN,16323,Venango,,https://www.riteaid.com/pharmacy/covid-qualifier
742,RITE AID STORE #11011,600 CHESTNUT AVENUE,,,ALTOONA,16601,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier
743,RITE AID STORE #11015,821 EAST BISHOP STREET,,,BELLEFONTE,16823,Centre,,https://www.riteaid.com/pharmacy/covid-qualifier
744,RITE AID STORE #11016,24 EAST AVENUE,,,WELLSBORO,16901,Tioga,,https://www.riteaid.com/pharmacy/covid-qualifier
745,RITE AID STORE #11018,429 SOUTH HANOVER STREET,,,CARLISLE,17013,Cumberland,,https://www.riteaid.com/pharmacy/covid-qualifier
746,RITE AID STORE #11019,818 US ROUTE 15 NORTH,,,DILLSBURG,17019,York,,https://www.riteaid.com/pharmacy/covid-qualifier
747,RITE AID STORE #11021,469 WEST PENN AVENUE,,,CLEONA,17042,Lebanon,,https://www.riteaid.com/pharmacy/covid-qualifier
748,RITE AID STORE #11023,300 S. FAYETTE STREET,,,SHIPPENSBURG,17257,Cumberland,,https://www.riteaid.com/pharmacy/covid-qualifier
749,RITE AID STORE #11025,65 NEWBERRY PARKWAY,,,ETTERS,17319,York,,https://www.riteaid.com/pharmacy/covid-qualifier
750,RITE AID STORE #11034,2600 WILLOW STREET PIKE,,,WILLOW STREET,17584,Lancaster,,https://www.riteaid.com/pharmacy/covid-qualifier
751,RITE AID STORE #11036,1913 EAST 3RD STREET,,,WILLIAMSPORT,17701,Lycoming,,https://www.riteaid.com/pharmacy/covid-qualifier
752,RITE AID STORE #11038,2411 COLUMBIA BLVD,,,BLOOMSBURG,17815,Columbia,,https://www.riteaid.com/pharmacy/covid-qualifier
753,RITE AID STORE #11040,2269 SCHOENERSVILLE ROAD,,,BETHLEHEM,18017,Northampton,,https://www.riteaid.com/pharmacy/covid-qualifier
754,RITE AID STORE #11045,601 SOUTH 25TH STREET,,,EASTON,18045,Northampton,,https://www.riteaid.com/pharmacy/covid-qualifier
755,RITE AID STORE #11058,241 NORTH FIRST STREET,,,LEHIGHTON,18235,Carbon,,https://www.riteaid.com/pharmacy/covid-qualifier
756,RITE AID STORE #11059,1241 BLAKESLEE BLVD. DR. S#2,,,LEHIGHTON,18235,Carbon,,https://www.riteaid.com/pharmacy/covid-qualifier
757,RITE AID STORE #11060,205 CENTER STREET,,,TAMAQUA,18252,Schuylkill,,https://www.riteaid.com/pharmacy/covid-qualifier
758,RITE AID STORE #11062,3382 ROUTE 940,,,MOUNT POCONO,18344,Monroe,,https://www.riteaid.com/pharmacy/covid-qualifier
759,RITE AID STORE #11073,400 WEST SECOND STREET,,,BERWICK,18603,Columbia,,https://www.riteaid.com/pharmacy/covid-qualifier
760,RITE AID STORE #11076,420 TIOGA WEST PLZ STE 110,,,TUNKHANNOCK,18657,Wyoming,,https://www.riteaid.com/pharmacy/covid-qualifier
761,RITE AID STORE #11082,801 GROW AVENUE,,,MONTROSE,18801,Susquehanna,,https://www.riteaid.com/pharmacy/covid-qualifier
762,RITE AID STORE #11084,148 ENNIS LANE,,,TOWANDA,18848,Bradford,,https://www.riteaid.com/pharmacy/covid-qualifier
763,RITE AID STORE #11093,1039 2ND STREET PIKE,,,RICHBORO,18954,Bucks,,https://www.riteaid.com/pharmacy/covid-qualifier
764,RITE AID STORE #11096,1035 COUNTY LINE ROAD,,,Southampton,18966,Bucks,,https://www.riteaid.com/pharmacy/covid-qualifier
765,RITE AID STORE #11097,642 EASTON ROAD,,,WARRINGTON,18976,Bucks,,https://www.riteaid.com/pharmacy/covid-qualifier
766,RITE AID STORE #11099,2182 COUNTY LINE ROAD,,,HUNTINGDON VALLEY,19006,Montgomery,,https://www.riteaid.com/pharmacy/covid-qualifier
